"","x","y","kmeans_cluster"
"1",2.27748541703308,3.72591207834213,"2"
"2",1.89812267911733,2.34985643399268,"2"
"3",4.87980345252845,6.38420294113086,"1"
"4",4.51355576517673,4.59274505543374,"1"
"5",4.88557029759813,5.01744618319845,"1"
"6",1.99985940314829,4.29010439949214,"2"
"7",4.08103038858058,4.09047421322598,"1"
"8",4.12575891292974,2.98355242433853,"2"
"9",5.15491877993515,4.68312575941251,"1"
"10",4.08663010838984,3.5954121641326,"2"
"11",4.09578112210954,3.75870763749737,"2"
"12",3.64837750578115,3.74045782544077,"2"
"13",5.36493615453898,3.1920119297786,"1"
"14",3.48212240326481,3.92110836917097,"2"
"15",3.73059289419026,4.99897035061866,"1"
"16",3.46586193647709,5.26548570854237,"1"
"17",4.27205064975829,2.47221435433209,"2"
"18",4.87802259326862,3.45838691071597,"1"
"19",2.54003061307472,2.51201709628931,"2"
"20",3.87471228788968,4.12601929390467,"2"
"21",4.26881009209945,4.61098384345078,"1"
"22",2.96231638908552,3.08695486127153,"2"
"23",3.72421588146378,3.0632579826555,"2"
"24",3.41367043757345,4.30467076674295,"2"
"25",4.22924331573528,2.77502475975834,"2"
"26",4.53321339261615,4.3718276714465,"1"
"27",5.6685102254028,4.54696859358736,"1"
"28",2.8848774170252,4.16449213467155,"2"
"29",3.11261667338106,3.1708447436865,"2"
"30",3.30507209340616,4.00300116201035,"2"
"31",4.10564370486402,5.71082563801191,"1"
"32",4.28393585662267,3.52973671167627,"2"
"33",1.27596277796827,1.63203274263321,"2"
"34",5.27620956823901,5.3717841716934,"1"
"35",4.12545449873992,3.4262250269071,"2"
"36",4.07549643070601,3.7419059848827,"2"
"37",3.80410105787258,4.43226714031356,"1"
"38",3.27445293973951,2.45371554648448,"2"
"39",5.05270012838862,4.7916559540068,"1"
"40",4.19778292265702,4.54109752235927,"1"
"41",4.57397849882237,3.70822148504736,"1"
"42",3.86209519472663,4.2719900882056,"2"
"43",4.4735426657474,4.90854832739222,"1"
"44",5.51783666174262,3.26549713338779,"1"
"45",4.65214072139487,5.09420367167241,"1"
"46",2.66761554844053,3.95786371317206,"2"
"47",5.83808438117239,3.96550570814271,"1"
"48",4.55609810246539,4.391969079208,"1"
"49",4.64874302609932,4.64059639204928,"1"
"50",3.13576448181366,4.92850530795509,"2"
"51",3.09748886869419,4.32180368398308,"2"
"52",4.30833266970465,4.22441580212479,"1"
"53",4.44243500248519,3.71629693661712,"1"
"54",2.84026904819177,1.82441734634792,"2"
"55",2.74972067543883,4.20450561589307,"2"
"56",4.81094088360652,5.25882666828387,"1"
"57",4.20642348045692,3.27241807858966,"2"
"58",2.95548865456383,3.67532137809993,"2"
"59",4.12380658336957,4.11958268162421,"1"
"60",4.91868891032562,4.4362203527821,"1"
"61",4.53879498400871,2.9436656553347,"2"
"62",5.8202650679937,5.28216775869908,"1"
"63",2.59444336313881,3.72709076101986,"2"
"64",4.89893914302217,3.44751152438797,"1"
"65",3.32949281235908,4.63888858080551,"2"
"66",3.49498469057949,3.98752271294927,"2"
"67",3.31895765714738,2.97746073332635,"2"
"68",4.35957060410814,3.38766463985664,"2"
"69",3.76938033409471,4.41441835646144,"2"
"70",4.19100705438165,3.81825108498311,"2"
"71",3.26198259078554,1.09837115705284,"2"
"72",2.38418774211473,3.29459888753564,"2"
"73",2.37440248925753,4.21745187717846,"2"
"74",4.35346250794374,2.59312355748985,"2"
"75",4.46573816137644,4.10809988145633,"1"
"76",2.30122983981113,2.85258374899907,"2"
"77",3.12958689327775,4.68178458815127,"2"
"78",1.74526149790666,1.455437098156,"2"
"79",5.43015657395678,4.77954928504682,"1"
"80",4.42085705732982,3.63870333245514,"1"
"81",2.99503667273667,5.05135424868888,"2"
"82",4.79037302158295,5.22258419768638,"1"
"83",2.68341099075134,1.62123279864786,"2"
"84",3.21259761673769,4.21823294388447,"2"
"85",4.71131594298055,3.66757327338512,"1"
"86",6.10118222517738,6.41666101998913,"1"
"87",4.27741944435576,4.47934734706192,"1"
"88",6.18100802005382,5.26954817978273,"1"
"89",5.76441285402008,5.47932471280876,"1"
"90",5.42837329204522,3.70636173250067,"1"
"91",6.13122270013109,5.844370734464,"1"
"92",7.08591767436278,5.04059640678186,"1"
"93",4.84355114639289,4.71036016063125,"1"
"94",3.44193554023978,2.86626663855119,"2"
"95",1.86399458805911,2.99407817091963,"2"
"96",5.33393802453222,3.67620500907858,"1"
"97",5.51085136156294,5.25839000480064,"1"
"98",3.73521473325621,4.23853134776999,"2"
"99",3.88279931046261,3.49546697365145,"2"
"100",3.94217207603069,2.98868723160443,"2"
"101",4.572766690535,3.59332821237121,"1"
"102",3.70362822810835,4.09993306674714,"2"
"103",3.95699453945187,3.50496967137517,"2"
"104",3.61773370638445,3.96094155419902,"2"
"105",2.98596346321981,4.98435172219044,"2"
"106",3.67558115750513,2.2342232703277,"2"
"107",4.45006904740683,5.91144720780418,"1"
"108",5.39904356200562,5.03869278761888,"1"
"109",2.34596428035284,4.6609544954045,"2"
"110",3.66433974616509,4.14581557184843,"2"
"111",5.16876622112838,3.43452616323992,"1"
"112",2.61450836977623,3.50982650196495,"2"
"113",4.03647885577922,3.80100836927635,"2"
"114",4.63535897518257,4.7823037662358,"1"
"115",3.54632021157288,3.81833221541954,"2"
"116",4.69203286126883,5.06042408011801,"1"
"117",4.5155564933988,3.01602856931422,"2"
"118",4.10413696578047,5.57227973962323,"1"
"119",4.65028920761349,2.83880898979213,"2"
"120",4.3903762667228,4.20210602872722,"1"
"121",4.49752703672139,3.27499885835532,"2"
"122",5.94328736560169,3.09865263336284,"1"
