"","Step","kmeans_result.cluster"
"1",0,2
"2",0,2
"3",0,2
"4",0,2
"5",0,2
"6",0,2
"7",0,2
"8",0,2
"9",0,2
"10",0,2
"11",0,2
"12",0,2
"13",0,2
"14",0,2
"15",0,2
"16",0,2
"17",0,2
"18",0,2
"19",0,2
"20",0,2
"21",0,2
"22",0,2
"23",0,2
"24",0,2
"25",0,2
"26",0,2
"27",0,2
"28",0,2
"29",0,2
"30",0,2
"31",0,2
"32",0,2
"33",0,2
"34",0,2
"35",0,2
"36",0,2
"37",0,2
"38",0,2
"39",0,2
"40",0,2
"41",0,2
"42",0,2
"43",0,2
"44",0,2
"45",0,2
"46",0,2
"47",0,2
"48",0,2
"49",0,2
"50",0,2
"51",0,2
"52",0,2
"53",0,2
"54",0,2
"55",0,2
"56",0,2
"57",0,2
"58",0,2
"59",0,2
"60",0,2
"61",0,2
"62",0,2
"63",0,2
"64",0,2
"65",0,2
"66",0,2
"67",0,2
"68",0,2
"69",0,2
"70",0,2
"71",0,2
"72",0,2
"73",0,2
"74",0,2
"75",0,2
"76",0,2
"77",0,2
"78",0,2
"79",0,2
"80",0,2
"81",0,2
"82",0,2
"83",0,2
"84",0,2
"85",0,2
"86",0,2
"87",0,2
"88",0,2
"89",0,2
"90",0,2
"91",0,2
"92",0,2
"93",0,2
"94",0,2
"95",0,2
"96",0,2
"97",0,2
"98",0,2
"99",0,2
"100",0,2
"101",0,1
"102",0,1
"103",0,1
"104",0,1
"105",0,1
"106",0,1
"107",0,1
"108",0,1
"109",0,1
"110",0,1
"111",0,1
"112",0,1
"113",0,1
"114",0,1
"115",0,1
"116",0,1
"117",0,1
"118",0,1
"119",0,1
"120",0,1
"121",0,1
"122",0,1
"123",0,1
"124",0,1
"125",0,1
"126",0,1
"127",0,1
"128",0,1
"129",0,1
"130",0,1
"131",0,1
"132",0,1
"133",0,1
"134",0,1
"135",0,1
"136",0,1
"137",0,1
"138",0,1
"139",0,1
"140",0,1
"141",0,1
"142",0,1
"143",0,1
"144",0,1
"145",0,1
"146",0,1
"147",0,1
"148",0,1
"149",0,1
"150",0,1
"151",0,1
"152",0,1
"153",0,1
"154",0,1
"155",0,1
"156",0,1
"157",0,1
"158",0,1
"159",0,1
"160",0,1
"161",0,1
"162",0,1
"163",0,1
"164",0,1
"165",0,1
"166",0,1
"167",0,1
"168",0,1
"169",0,1
"170",0,1
"171",0,1
"172",0,1
"173",0,1
"174",0,1
"175",0,1
"176",0,1
"177",0,1
"178",0,1
"179",0,1
"180",0,1
"181",0,1
"182",0,1
"183",0,1
"184",0,1
"185",0,1
"186",0,1
"187",0,1
"188",0,1
"189",0,1
"190",0,1
"191",0,1
"192",0,1
"193",0,1
"194",0,1
"195",0,1
"196",0,1
"197",0,1
"198",0,1
"199",0,1
