"","x","y","kmeans_cluster"
"1",5.08668330989756,5.33201232819831,"2"
"2",3.37701490485623,4.07722637107197,"1"
"3",3.79526721146021,3.82228822991025,"1"
"4",3.05075495660501,2.70984057960963,"1"
"5",3.51133995512584,4.12701108404769,"1"
"6",4.43253014958147,2.88276666936397,"1"
"7",5.27357319541157,4.60814535040608,"2"
"8",3.97162028392612,4.9503120413564,"2"
"9",3.74469688077557,3.75978326126378,"1"
"10",3.38111004558359,2.77909093424473,"1"
"11",2.37616272081826,3.4492571481276,"1"
"12",2.17172567174206,3.10097348547233,"1"
"13",5.93115340066758,3.32606829662798,"2"
"14",3.53945867396331,3.54751382490577,"1"
"15",3.28393959935701,4.1619337187818,"1"
"16",3.2871456559493,3.09172240721234,"1"
"17",3.75949036411882,3.38177341102537,"1"
"18",3.93002720856028,5.07065466675182,"2"
"19",4.82056419609915,4.56432179449294,"2"
"20",6.88180566339737,6.04138149564966,"2"
"21",4.65321077532357,4.89905026916879,"2"
"22",4.39946425915208,4.32658966313911,"2"
"23",4.4296903146309,3.23271749388667,"1"
"24",2.59553475538086,3.34497193202924,"1"
"25",3.02309059355482,3.34439119594767,"1"
"26",4.54622879107802,5.11441483261871,"2"
"27",4.93433263799584,4.25578315079287,"2"
"28",3.84161487697051,2.5283823554525,"1"
"29",4.42594345256555,2.24105415055197,"1"
"30",3.77349817185821,3.34663531855743,"1"
"31",3.96567733574119,2.57800767594722,"1"
"32",4.40068913031213,3.62409199172428,"1"
"33",2.79378917653481,3.9889507527791,"1"
"34",5.94579874820351,4.98247851331213,"2"
"35",3.61106062021175,4.37262183022978,"1"
"36",4.05537544609567,4.16670036371145,"1"
"37",3.70469747732769,4.82290824229243,"2"
"38",3.75270188801568,4.53395557749222,"1"
"39",3.6583907057657,3.55327809779234,"1"
"40",2.63714567940625,4.284047101252,"1"
"41",4.73766260764711,3.33862331840776,"1"
"42",4.83535116085629,5.20337956026472,"2"
"43",3.49605974173065,3.5701560851187,"1"
"44",2.36520772736738,4.04878292392245,"1"
"45",5.26803081510974,3.00360709278725,"2"
"46",5.360747790737,5.15881682015116,"2"
"47",4.33351141815799,3.23035604574427,"1"
"48",3.87044287928721,5.71527895615511,"2"
"49",3.00351458186975,4.82864780537308,"1"
"50",3.64526470021916,2.61876615337663,"1"
"51",2.32582503618781,2.21474398031732,"1"
"52",3.86097645250704,2.88088981345836,"1"
"53",4.06852906816032,3.04418589245982,"1"
"54",3.77917898903711,4.68007213066614,"2"
"55",4.08723923249847,4.67451913707568,"2"
"56",5.61281726199722,5.21106339903325,"2"
"57",6.02892539654421,5.05486838462248,"2"
"58",3.94335053297204,4.18619297432401,"1"
"59",2.90118361551161,2.32738700006086,"1"
"60",3.02142602863835,3.4767028459469,"1"
"61",2.5854597101576,3.51068592669507,"1"
"62",5.02470427781114,5.97731058889699,"2"
"63",4.59465110808722,5.11070537074666,"2"
"64",3.02146257432824,4.03558795969196,"1"
"65",5.41692457417972,5.2946286643036,"2"
"66",5.61979120866517,5.3988589071971,"2"
"67",5.1454505765478,4.59484382824248,"2"
"68",5.09953058960155,5.0752944189309,"2"
"69",3.39752587131264,4.91384931648536,"1"
"70",5.42808716263715,4.83817944234546,"2"
"71",4.45306296581323,3.25542136935852,"1"
"72",3.81884382241195,3.73878510456181,"1"
"73",3.63836384022297,5.09206687227337,"2"
"74",3.9642361735573,2.10512593624143,"1"
"75",4.775386919659,4.80632391574527,"2"
"76",3.94745054891383,3.35546425619486,"1"
"77",2.51405607842284,2.73962719457313,"1"
"78",3.66450102959214,3.88827748319831,"1"
"79",3.77669035585315,4.14457558068337,"1"
"80",3.97481476879381,4.23525504349082,"1"
"81",4.16813103238482,2.94721863703585,"1"
"82",5.20638456808165,5.05708248716237,"2"
"83",6.19605483236785,5.91970681752154,"2"
"84",2.87770293048554,3.28412670723736,"1"
"85",4.20820747973265,3.95633311514572,"1"
"86",5.16983512165578,5.00727474959256,"2"
"87",4.82634008729918,4.92206241451487,"2"
"88",4.42736419472677,3.82034351338575,"1"
"89",5.58439191321973,4.13332253916856,"2"
"90",1.42786494935428,3.41553055751665,"1"
"91",2.50954641435797,3.00331986378065,"1"
"92",3.14798303228069,4.17699896147379,"1"
"93",4.24831847504738,3.83588439951679,"1"
"94",5.02466288512788,4.79006966876436,"2"
"95",5.62816922288526,3.69502785800007,"2"
"96",5.04512637207188,4.74028494056053,"2"
"97",4.8782098801254,3.9958489799798,"2"
"98",5.803120672022,5.4305521491124,"2"
"99",5.06670277378146,4.85515072432298,"2"
"100",4.01185577411923,5.06741469947261,"2"
"101",3.90771481728888,4.09035955416693,"1"
"102",4.78987471952063,4.58815390229321,"2"
"103",4.10463872042127,5.0763734188313,"2"
"104",2.12043537633135,1.86133582083493,"1"
"105",5.41925584995437,4.10759573103674,"2"
"106",3.83142948942766,3.73131816498621,"1"
"107",2.0920256300784,3.27511283328309,"1"
"108",4.97307337270059,3.18901107218732,"1"
"109",1.62420568426846,3.61284012698569,"1"
"110",3.26414148111183,2.15083027055174,"1"
