"","x","y","kmeans_cluster"
"1",1.65268106186411,2.40521073218097,"2"
"2",1.91394119389983,2.95467347813717,"2"
"3",1.18191365305967,1.07549409751448,"2"
"4",3.49593368733978,2.91134394080819,"2"
"5",0.9378784266188,1.00573289401764,"2"
"6",2.47868359656977,3.55865580152633,"2"
"7",2.65938471352978,3.43261047286744,"2"
"8",0.828953481149007,2.06276227212786,"2"
"9",1.28737308352105,0.666137761058177,"2"
"10",1.66356472146973,3.49275190589168,"2"
"11",2.31199734158169,3.45709377015678,"2"
"12",2.27550906478515,1.35157835464616,"2"
"13",1.91063464462839,1.03629615352572,"2"
"14",3.54452981377758,2.12085413080323,"2"
"15",2.26120058036699,1.41264165904587,"2"
"16",1.99504748588589,2.53249795620814,"2"
"17",0.996752912374385,-0.556776342983996,"2"
"18",2.33489384553104,2.02394654118851,"2"
"19",2.32721683119835,1.53010297152604,"2"
"20",3.19696916672799,3.90306437399509,"2"
"21",0.557851269693467,1.05084199168372,"2"
"22",2.96675477665482,1.70169829359989,"2"
"23",0.961199854973361,0.628269486344518,"2"
"24",1.78767316527167,2.26495296419354,"2"
"25",1.43631685352957,2.67506020461965,"2"
"26",0.782394815517319,3.30451404474619,"2"
"27",2.94687697008918,4.15169387290813,"2"
"28",2.82993263661652,1.31793414857012,"2"
"29",1.49631381147682,1.8369293511951,"2"
"30",2.13141519572035,2.42716718587945,"2"
"31",1.52926382803938,1.33024652620555,"2"
"32",1.96430456823911,2.01125551034148,"2"
"33",2.49062374782383,1.74493949641564,"2"
"34",2.39362810065046,4.34923699378678,"2"
"35",3.20006757680573,2.262137022151,"2"
"36",2.64565022038766,2.99888984923722,"2"
"37",0.835821641675871,2.04652596403972,"2"
"38",1.82715659518516,3.30978501574808,"2"
"39",2.56374968323146,2.36901634969258,"2"
"40",1.63654378297034,2.19442264903279,"2"
"41",2.2354799945524,1.69829057755134,"2"
"42",3.86541044300399,2.6630925446477,"2"
"43",2.94300567974221,1.41588931867042,"2"
"44",2.0867975687052,1.42798403988485,"2"
"45",2.0345020587769,0.703464203077675,"2"
"46",3.8931158750106,2.79672785227668,"2"
"47",3.24942123564455,3.51197732607,"2"
"48",0.324774226358678,1.42239335760791,"2"
"49",1.80575561858044,2.68405100902215,"2"
"50",3.12429877376089,1.90648039227344,"2"
"51",1.42585051313907,2.19220629209744,"2"
"52",1.73748487284859,0.717416235916149,"2"
"53",3.71099132764517,1.83081337531399,"2"
"54",2.40609349043437,1.63241840990248,"2"
"55",1.39903050047768,1.89302414789064,"2"
"56",2.98105282972743,3.20923086969871,"2"
"57",0.503492756784194,1.24289502683473,"2"
"58",3.48102724673021,2.72378151836281,"2"
"59",2.23058204892635,2.40407505807527,"2"
