"","Step","kmeans_result.cluster"
"1",0,2
"2",0,2
"3",0,2
"4",0,2
"5",0,2
"6",0,2
"7",0,2
"8",0,2
"9",0,2
"10",0,2
"11",0,2
"12",0,2
"13",0,2
"14",0,2
"15",0,2
"16",0,2
"17",0,2
"18",0,2
"19",0,2
"20",0,2
"21",0,2
"22",0,2
"23",0,2
"24",0,2
"25",0,2
"26",0,2
"27",0,2
"28",0,2
"29",0,2
"30",0,2
"31",0,2
"32",0,2
"33",0,2
"34",0,2
"35",0,2
"36",0,2
"37",0,2
"38",0,2
"39",0,2
"40",0,2
"41",0,2
"42",0,2
"43",0,2
"44",0,2
"45",0,2
"46",0,2
"47",0,2
"48",0,2
"49",0,2
"50",0,2
"51",0,1
"52",0,1
"53",0,1
"54",0,1
"55",0,1
"56",0,1
"57",0,1
"58",0,1
"59",0,1
"60",0,1
"61",0,1
"62",0,1
"63",0,1
"64",0,1
"65",0,1
"66",0,1
"67",0,1
"68",0,1
"69",0,1
"70",0,1
"71",0,1
"72",0,1
"73",0,1
"74",0,1
"75",0,1
"76",0,1
"77",0,1
"78",0,1
"79",0,1
"80",0,1
"81",0,1
"82",0,1
"83",0,1
"84",0,1
"85",0,1
"86",0,1
"87",0,1
"88",0,1
"89",0,1
"90",0,1
"91",0,1
"92",0,1
"93",0,1
"94",0,1
"95",0,1
"96",0,1
"97",0,1
"98",0,1
"99",0,1
"100",0,1
"101",1,1
"102",1,2
"103",1,2
"104",1,2
"105",1,2
"106",1,2
"107",1,2
"108",1,2
"109",1,2
"110",1,2
"111",1,2
"112",1,2
"113",1,2
"114",1,2
"115",1,2
"116",1,2
"117",1,2
"118",1,2
"119",1,2
"120",1,2
"121",1,2
"122",1,2
"123",1,2
"124",1,2
"125",1,2
"126",1,2
"127",1,2
"128",1,2
"129",1,2
"130",1,2
"131",1,2
"132",1,2
"133",1,2
"134",1,2
"135",1,2
"136",1,2
"137",1,2
"138",1,2
"139",1,2
"140",1,2
"141",1,2
"142",1,2
"143",1,2
"144",1,2
"145",1,2
"146",1,2
"147",1,2
"148",1,2
"149",1,2
"150",1,2
"151",1,1
"152",1,1
"153",1,1
"154",1,1
"155",1,1
"156",1,1
"157",1,1
"158",1,1
"159",1,1
"160",1,1
"161",1,1
"162",1,1
"163",1,1
"164",1,1
"165",1,1
"166",1,1
"167",1,1
"168",1,1
"169",1,1
"170",1,1
"171",1,1
"172",1,1
"173",1,1
"174",1,1
"175",1,1
"176",1,1
"177",1,1
"178",1,1
"179",1,1
"180",1,1
"181",1,1
"182",1,1
"183",1,1
"184",1,1
"185",1,1
"186",1,1
"187",1,1
"188",1,1
"189",1,1
"190",1,1
"191",1,1
"192",1,1
"193",1,1
"194",1,1
"195",1,1
"196",1,1
"197",1,1
"198",1,1
"199",1,1
