"","Step","Cluster","X1","X2"
"1",0,2,0,0
"2",0,2,0,0
"3",0,2,0,0
"4",0,2,0,0
"5",0,2,0,0
"6",0,1,1,1
"7",0,1,1,1
"8",0,1,1,1
"9",0,1,1,1
"10",0,1,1,1
"11",1,1,0.551958869211376,0.235368427354842
"12",1,1,0,0
"13",1,1,0,0
"14",1,1,0,0
"15",1,1,0,0
"16",1,2,1,1
"17",1,2,1,1
"18",1,2,1,1
"19",1,2,1,1
"20",1,2,1,1
"21",2,1,0.551958869211376,0.235368427354842
"22",2,1,0,0
"23",2,1,0,0
"24",2,1,0,0
"25",2,1,0,0
"26",2,2,0.68109695520252,0.704847497167066
"27",2,2,1,1
"28",2,2,1,1
"29",2,2,1,1
"30",2,2,1,1
"31",3,1,0.551958869211376,0.235368427354842
"32",3,1,0.289407910080627,0.692780061159283
"33",3,1,0,0
"34",3,1,0,0
"35",3,1,0,0
"36",3,2,0.68109695520252,0.704847497167066
"37",3,2,1,1
"38",3,2,1,1
"39",3,2,1,1
"40",3,2,1,1
"41",4,2,0.551958869211376,0.235368427354842
"42",4,2,0.289407910080627,0.692780061159283
"43",4,2,0,0
"44",4,2,0,0
"45",4,2,0,0
"46",4,1,0.68109695520252,0.704847497167066
"47",4,2,0.0524462498724461,0.325508391717449
"48",4,1,1,1
"49",4,1,1,1
"50",4,1,1,1
"51",5,2,0.551958869211376,0.235368427354842
"52",5,2,0.289407910080627,0.692780061159283
"53",5,1,0.998118588933721,0.104545989772305
"54",5,2,0,0
"55",5,2,0,0
"56",5,1,0.68109695520252,0.704847497167066
"57",5,2,0.0524462498724461,0.325508391717449
"58",5,1,1,1
"59",5,1,1,1
"60",5,1,1,1
"61",6,2,0.551958869211376,0.235368427354842
"62",6,2,0.289407910080627,0.692780061159283
"63",6,1,0.998118588933721,0.104545989772305
"64",6,2,0,0
"65",6,2,0,0
"66",6,1,0.68109695520252,0.704847497167066
"67",6,2,0.0524462498724461,0.325508391717449
"68",6,1,0.933221525512636,0.446568422019482
"69",6,1,1,1
"70",6,1,1,1
"71",7,2,0.551958869211376,0.235368427354842
"72",7,2,0.289407910080627,0.692780061159283
"73",7,1,0.998118588933721,0.104545989772305
"74",7,1,0.945493250852451,0.631372998701409
"75",7,2,0,0
"76",7,1,0.68109695520252,0.704847497167066
"77",7,2,0.0524462498724461,0.325508391717449
"78",7,1,0.933221525512636,0.446568422019482
"79",7,1,1,1
"80",7,1,1,1
"81",8,1,0.551958869211376,0.235368427354842
"82",8,1,0.289407910080627,0.692780061159283
"83",8,2,0.998118588933721,0.104545989772305
"84",8,2,0.945493250852451,0.631372998701409
"85",8,1,0,0
"86",8,2,0.68109695520252,0.704847497167066
"87",8,1,0.0524462498724461,0.325508391717449
"88",8,2,0.933221525512636,0.446568422019482
"89",8,1,0.269403247628361,0.143759511644021
"90",8,2,1,1
"91",9,2,0.551958869211376,0.235368427354842
"92",9,2,0.289407910080627,0.692780061159283
"93",9,1,0.998118588933721,0.104545989772305
"94",9,1,0.945493250852451,0.631372998701409
"95",9,2,0.442283383803442,0.192585153039545
"96",9,1,0.68109695520252,0.704847497167066
"97",9,2,0.0524462498724461,0.325508391717449
"98",9,1,0.933221525512636,0.446568422019482
"99",9,2,0.269403247628361,0.143759511644021
"100",9,1,1,1
"101",10,1,0.551958869211376,0.235368427354842
"102",10,1,0.289407910080627,0.692780061159283
"103",10,2,0.998118588933721,0.104545989772305
"104",10,2,0.945493250852451,0.631372998701409
"105",10,1,0.442283383803442,0.192585153039545
"106",10,2,0.68109695520252,0.704847497167066
"107",10,1,0.0524462498724461,0.325508391717449
"108",10,2,0.933221525512636,0.446568422019482
"109",10,1,0.269403247628361,0.143759511644021
"110",10,1,0.12029873393476,0.966040295315906
