"","Step","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"52",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"58",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"59",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"60",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"62",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"63",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"65",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"66",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"67",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"68",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"69",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"70",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"71",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"72",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"73",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"75",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"76",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"77",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"78",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"80",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
