"","x","y","kmeans_cluster"
"1",3.98988991980611,4.64399566262401,"2"
"2",4.26256526642988,4.77643026528576,"2"
"3",3.58315025480788,3.14768256120146,"1"
"4",3.80324142898611,4.61822868078888,"2"
"5",3.21086588060457,3.5688059965669,"1"
"6",4.64399365794909,5.50820244496345,"2"
"7",5.30744051614039,4.44582576065891,"2"
"8",3.86873165533002,5.3917070693431,"2"
"9",4.41113381668227,4.07529926916926,"2"
"10",3.73505724586687,3.8228059681335,"1"
"11",4.38339053235141,5.44152753722076,"2"
"12",2.07859033921516,2.20741882506527,"1"
"13",2.45360070541959,3.84747801604713,"1"
"14",3.26352102728549,1.481005911162,"1"
"15",4.83286516556654,3.45457985026102,"2"
"16",3.27964261042782,3.01818582902972,"1"
"17",3.18197000480343,4.08863648912336,"1"
"18",4.60791187218195,4.39157325889057,"2"
"19",3.5325875070661,4.56559112032302,"2"
"20",4.43357041003927,4.51982741313256,"2"
"21",2.25636874889491,2.84363501161569,"1"
"22",3.18614938528977,2.00958304189448,"1"
"23",3.66872865550976,3.15215416311775,"1"
"24",3.73999494380735,3.05037660599508,"1"
"25",4.12255135086872,3.83004066229971,"1"
"26",3.77892262595372,5.40313744324662,"2"
"27",5.20786220086446,4.09148420308489,"2"
"28",4.76175319407528,4.89674113916779,"2"
"29",2.95776860264326,2.81640833440008,"1"
"30",3.76786122350319,4.4320920189251,"2"
"31",3.79475357662655,4.5321657457102,"2"
"32",5.5460900100673,3.32714069565454,"2"
"33",3.22441709855948,5.05064011316477,"2"
"34",4.11731518206746,3.43001149751452,"1"
"35",4.09001748673109,4.12458348505035,"2"
"36",3.31982162099496,5.34311875861349,"2"
"37",3.27021455955881,5.56625828865034,"2"
"38",4.17124110838041,4.57765015555234,"2"
"39",4.39695507210927,3.89559284821273,"2"
"40",2.9711054566894,2.41687873482494,"1"
"41",5.08975816221377,3.55916198077725,"2"
"42",4.58344429534294,3.4073931764535,"2"
"43",3.17375530619636,5.44319667012532,"2"
"44",2.15282405231833,2.58357190672245,"1"
"45",6.00046318008698,4.98674642270519,"2"
"46",2.06206064729357,2.61738553027195,"1"
"47",2.77699276650339,3.3383643830269,"1"
"48",3.8094068077997,4.44527929759433,"2"
"49",3.60918725747062,3.76391104743044,"1"
"50",3.72426581076957,3.10090635035266,"1"
"51",5.15065484233655,5.79087931951055,"2"
"52",4.9167859550253,6.00687581504656,"2"
"53",4.27580995779005,2.82525888336014,"1"
"54",3.35852568040732,2.87997416433282,"1"
"55",4.2445418446015,3.50033594064569,"1"
"56",4.38972460315024,3.68513957727938,"2"
"57",3.90820068878178,4.86768880826254,"2"
"58",3.46188836974376,3.85599539105784,"1"
"59",3.97170700160706,3.89003830671763,"1"
"60",2.96198910513168,3.0850966242992,"1"
"61",4.49785210905598,5.62698844454898,"2"
"62",4.81196874890845,4.33718233484605,"2"
"63",3.01278088376994,4.1648518042515,"1"
"64",2.75952750949566,4.01973756464705,"1"
"65",5.57996105220155,4.73649424263521,"2"
"66",3.33632941613774,3.85971314221553,"1"
"67",3.54699222669139,4.0527537161556,"1"
"68",5.65427879222081,3.94642513225007,"2"
"69",3.37141298578922,4.7017806600609,"2"
"70",3.35755519746618,3.3570102320477,"1"
"71",4.27692535516677,5.19705325844047,"2"
"72",4.96764185097828,4.58334024747784,"2"
"73",3.84749408597004,3.37293448122565,"1"
"74",4.12904253346692,4.19365293235921,"2"
"75",4.28917185267194,5.78898694208801,"2"
"76",3.53212222519111,5.47779874072997,"2"
"77",3.69795709586788,3.46917749242223,"1"
"78",3.5702908777508,2.08127992793925,"1"
"79",5.48239392618474,3.94658021257532,"2"
"80",4.19960534514116,3.25380231710638,"1"
"81",4.71332499150924,4.30523113977792,"2"
"82",2.51774268145367,4.66057245690967,"1"
"83",4.07100185198269,5.16249913888108,"2"
"84",3.78202490822461,4.77532142356996,"2"
"85",3.27512251521383,3.40405248901206,"1"
"86",4.15334501296523,4.19547538573587,"2"
"87",2.158686796348,1.87549444122317,"1"
"88",4.93703478563883,3.68472975830977,"2"
"89",4.90296933953062,4.48528987385271,"2"
"90",4.32467625318437,4.06952884028259,"2"
"91",3.4392805971966,3.8702377136982,"1"
"92",3.38950120199908,4.20113850049732,"1"
"93",3.5221874194272,4.5062732586024,"2"
"94",5.21888559927159,4.02257880942461,"2"
"95",3.27489287440597,2.70403238315316,"1"
"96",3.68247610204422,3.55799290693631,"1"
"97",4.53078073113007,4.54218533640763,"2"
"98",7.69070574011886,6.0438348793564,"2"
"99",4.38184586387581,4.35105215141285,"2"
"100",1.90744596573165,2.6930307180302,"1"
"101",4.50354517823903,5.66201463267864,"2"
"102",4.68855720349009,5.41141903278904,"2"
"103",2.61248095821273,4.18771018573803,"1"
"104",4.63293565180251,2.97950742912234,"1"
"105",4.25652613310296,3.95901418786983,"2"
"106",3.49598517429506,3.05670712232173,"1"
"107",5.91973642617038,5.55868491676384,"2"
"108",3.46683778966616,4.0786760770125,"1"
"109",3.84290445266678,3.8486768464989,"1"
"110",2.65533671862866,3.67864189188328,"1"
"111",4.59880775604841,3.5985088724712,"2"
"112",4.77055362614338,5.23558024390607,"2"
"113",4.47987745914523,3.92647689820744,"2"
"114",2.87078743749146,4.11104741058663,"1"
"115",3.74014475723429,4.39274462102731,"2"
"116",4.7598184795654,2.33780703204162,"1"
"117",5.59805795517159,4.58075281365262,"2"
"118",5.03007836737314,5.31294607785867,"2"
"119",4.88828930124015,2.77869225409707,"1"
"120",4.9065959715424,5.27179070059052,"2"
"121",3.98135501529728,3.92388732037483,"1"
"122",3.21386321259381,1.69403403709906,"1"
"123",4.82027654758288,4.76895182512661,"2"
"124",3.25898310133521,3.66481430966249,"1"
"125",3.4064416573807,2.54481551032261,"1"
"126",4.46500263046624,2.60218835328013,"1"
"127",3.11176643995613,3.77335954723858,"1"
"128",3.65914771156721,4.18833299434259,"1"
"129",5.2399934907416,5.06956352413244,"2"
"130",1.36003975690723,3.2278588783261,"1"
"131",4.74342659102161,4.70245140177675,"2"
"132",3.32469782087372,4.1569482168734,"1"
"133",5.91816153334949,5.25583620218056,"2"
"134",3.86420360092773,4.05375284475596,"1"
"135",3.16807548904364,5.50636229844749,"2"
"136",2.73183442264816,4.25631654521838,"1"
"137",3.9554661671773,5.85439689156246,"2"
"138",4.59983112319655,4.28336181749974,"2"
"139",4.24908208591918,3.24607514233199,"1"
"140",4.14289555642564,3.81350931047875,"1"
"141",2.85406723815628,3.58434231659733,"1"
"142",4.10268401416738,5.0732380022267,"2"
"143",3.02971838586505,3.56159318000256,"1"
"144",3.62071147597722,5.16480071912804,"2"
"145",4.31630573739515,5.32180802248281,"2"
"146",1.76923918322376,2.39549901540442,"1"
"147",5.14299442134411,5.57208049032365,"2"
"148",4.15014891516751,5.2033426668584,"2"
"149",2.73382173219528,4.09567742394567,"1"
"150",4.44519012964765,3.27340057416268,"1"
"151",6.19738496160369,4.98711233669225,"2"
"152",2.54823478088547,4.29420705373803,"1"
"153",3.68584057416787,4.53355239616238,"2"
"154",3.39192092795941,3.80672869270656,"1"
"155",4.19368965675524,4.38081693503085,"2"
"156",3.69756402077966,2.78034569102721,"1"
"157",4.08196182606885,5.22269530929419,"2"
"158",5.12499384635934,3.46781385086244,"2"
"159",5.07302493463284,5.22345419232251,"2"
"160",3.12330648708234,3.55800850122514,"1"
"161",4.43664388565862,3.45077743769605,"1"
"162",3.62044802378101,2.6110905062597,"1"
"163",5.87173943217017,4.96992740840908,"2"
"164",3.06788951470333,3.56342067289306,"1"
"165",3.47724607715114,2.9711626844657,"1"
"166",3.09732451303614,3.40580916116384,"1"
"167",4.30302794524456,4.78968334269502,"2"
"168",3.09044308099312,5.96827344949893,"2"
"169",4.73729999981542,2.58567217847568,"1"
"170",3.87072981369121,2.93811317272494,"1"
"171",4.09119883892655,3.07409125036493,"1"
"172",4.93528212705597,4.28288075702334,"2"
"173",4.80413175690169,4.22112832607637,"2"
"174",4.04840292941232,4.59288592123588,"2"
"175",3.71116395046882,2.37615479969755,"1"
"176",3.60093925563919,3.0803162424822,"1"
"177",3.70948025768606,3.5195524185556,"1"
"178",3.3201688444445,1.85938551210942,"1"
"179",5.02633010595084,5.68216846363952,"2"
"180",4.12717751883765,4.47989255361469,"2"
"181",5.43702225861921,7.01562949960805,"2"
"182",4.1780517247147,3.36204299141926,"1"
"183",4.17184604665916,3.46636982827541,"1"
"184",5.12546779613854,4.53192533751658,"2"
"185",4.67139105653645,4.39477685976096,"2"
"186",2.64187194207632,3.48804866497574,"1"
"187",3.89240757278994,4.77614507094207,"2"
"188",3.55702721287424,2.88627586858142,"1"
"189",6.03848695632338,4.04965142092865,"2"
"190",3.22566304277332,4.86552831012557,"2"
"191",3.71271188576317,3.62059238957323,"1"
"192",3.32073913582704,4.21979515519885,"1"
"193",4.14590465824917,3.95702884360955,"2"
"194",3.74769222966967,2.76262978777501,"1"
"195",2.95246548491548,2.53987797984747,"1"
"196",2.6757591876307,2.59375535716795,"1"
"197",0.690705297467092,2.84614165733118,"1"
"198",3.32636649218024,3.86098060708994,"1"
"199",5.05664934652741,3.23448820283822,"2"
"200",4.40084777320255,4.80625759062163,"2"
"201",3.89573563297415,3.62607091888864,"1"
"202",5.42108212560049,5.4320544570041,"2"
"203",3.2159280413172,2.97537113498847,"1"
"204",4.1863009833707,3.73378847228377,"1"
"205",5.33722512504383,5.34771447855038,"2"
"206",4.24026391194191,4.18222576574977,"2"
"207",3.90858567372348,4.02724731124665,"1"
"208",5.29517153374025,5.14135121614587,"2"
"209",2.90163915568871,3.88013679055205,"1"
"210",2.74997777687822,3.01494548677977,"1"
"211",4.63119250038154,3.00906260041508,"1"
"212",3.62636365862057,2.48849211217301,"1"
"213",2.96942358089212,3.74030315568036,"1"
"214",3.70872578923439,3.016958539528,"1"
"215",2.9250170024467,2.99737702784183,"1"
"216",3.69570923742449,4.56805991433595,"2"
"217",4.19080863149812,4.46674355517368,"2"
"218",3.24426845665565,2.87736131130726,"1"
"219",4.3628134303787,3.38651642641563,"1"
"220",2.72221755611904,3.23732736096452,"1"
"221",2.27524787929415,3.50452258521707,"1"
"222",5.64831417548184,5.20811684997334,"2"
"223",4.4117125106532,4.2757493833395,"2"
"224",3.85340621167224,3.59821333989429,"1"
"225",4.43332120201743,5.30818903057859,"2"
"226",3.91440036658929,3.79314077611247,"1"
"227",3.067621086172,4.26272375758293,"1"
"228",5.28529102294473,4.97045101548258,"2"
"229",3.61827804730636,4.72998495487277,"2"
"230",2.60105224134551,3.46382808824813,"1"
"231",2.29622118609903,3.65141949182444,"1"
"232",3.56107023902503,3.61915136063662,"1"
"233",4.45359765902532,3.10868741755232,"1"
"234",3.90111204812518,5.25351871214333,"2"
"235",4.47921736610388,2.77999600201351,"1"
"236",4.6880269721683,3.89302299514599,"2"
"237",5.03657859757093,5.06241832641066,"2"
"238",2.38575373877673,4.11144207273531,"1"
"239",3.96556971710871,3.93279707885715,"1"
"240",3.15198300383828,3.38806618002852,"1"
"241",3.00124189271621,2.61728506108672,"1"
"242",6.01996185062615,6.17380887059973,"2"
"243",5.05497975642702,4.05328998954211,"2"
"244",3.5844835769714,3.99661194346863,"1"
"245",3.84301381003883,2.99563431399152,"1"
"246",4.30890519972349,3.04078999270044,"1"
"247",2.6849643650692,4.48603194072071,"1"
"248",6.08748325539407,5.17171735850614,"2"
"249",4.82155907685432,5.85704593690897,"2"
"250",2.51165762515283,2.79539234181919,"1"
"251",4.69155769077932,5.28147396378227,"2"
"252",2.73526741159177,2.75459122441022,"1"
"253",2.54733580636807,3.29208225597105,"1"
"254",3.10128886909972,3.49189460588662,"1"
"255",5.13724438877654,6.00569413409601,"2"
"256",3.88081607363773,3.49527651441386,"1"
"257",4.02018508233167,3.58513025570427,"1"
"258",3.84327292453999,3.88795845738323,"1"
"259",4.9974009768318,4.54316559136285,"2"
"260",5.00418504524244,3.08641862270106,"2"
"261",4.69199235251164,4.12352481730324,"2"
"262",4.04314917586767,4.83713363854876,"2"
"263",3.49757914373213,2.62124322814246,"1"
